RIR,国家,ISP,asn,服务名称,端口号,设备数量,protocol_id
RIPE,TR,Turk_2,9121,HTTP-alt,8080,6,4
RIPE,TR,Turk_0,9121,DNS,53,1,7
RIPE,TR,TNet,34984,HTTP,80,7,2
RIPE,TR,TNet,34984,TLS,443,13,3
RIPE,TR,TNet,34984,DNS,53,1,7
RIPE,TR,TNet,34984,NTP,123,2,8
RIPE,UA,Kyiv,15895,SSH,22,2,1
RIPE,UA,Kyiv,15895,HTTP,80,7,2
RIPE,UA,Kyiv,15895,HTTP-alt,8080,10,4
RIPE,UA,Kyiv,15895,Telnet,23,1,6
RIPE,UA,Kyiv,15895,DNS,53,9,7
RIPE,UA,Kyiv,15895,NTP,123,1,8
RIPE,UK,Brit_0、 Brit_1,2856,SSH,22,23,1
RIPE,UK,Brit_0、 Brit_1,2856,HTTP,80,27,2
RIPE,UK,Brit_0、 Brit_1,2856,TLS,443,41,3
RIPE,UK,Brit_1,2856,HTTP-alt,8080,1,4
RIPE,UK,Brit_0、 Brit_1,2856,FTP,21,11,5
RIPE,UK,Brit_0、 Brit_1,2856,Telnet,23,8,6
RIPE,UK,Brit_0、 Brit_1,2856,DNS,53,18,7
RIPE,UK,Brit_0、 Brit_1,2856,NTP,123,6,8
RIPE,UK,Zen_0、 Zen_1、 Zen_2,13037,SSH,22,42,1
RIPE,UK,Zen_0、 Zen_1、 Zen_2,13037,HTTP,80,17,2
RIPE,UK,Zen_0、 Zen_1、 Zen_2,13037,TLS,443,86,3
RIPE,UK,Zen_0、 Zen_1、 Zen_2,13037,HTTP-alt,8080,13,4
RIPE,UK,Zen_0、 Zen_2,13037,FTP,21,6,5
RIPE,UK,Zen_0、 Zen_1、 Zen_2,13037,DNS,53,10,7
RIPE,UK,Zen_1、 Zen_2,13037,NTP,123,13,8
RIPE,UK,Hype,56478,SSH,22,26,1
RIPE,UK,Hype,56478,HTTP,80,67,2
RIPE,UK,Hype,56478,TLS,443,72,3
RIPE,UK,Hype,56478,FTP,21,2,5
RIPE,UK,Hype,56478,Telnet,23,4,6
RIPE,UK,Hype,56478,DNS,53,5,7
RIPE,UK,Hype,56478,NTP,123,3,8
