country,asn,prefix,file,batch,as_name
UK,2856,2a00:2380::/25,/home/ipv6/periphery/result/RIPE/UK/Brit_1/uniq_ips.txt,1000,Hyperoptic Ltd
UK,13037,2a02:8010::/29,/home/ipv6/periphery/result/RIPE/UK/Zen_2/uniq_ips.txt,1000,Zen Internet Ltd
UK,13037,2a02:8010::/29,/home/ipv6/periphery/result/RIPE/UK/Zen_0/uniq_ips.txt,1000,Zen Internet Ltd
UK,2856,2a00:2380::/25,/home/ipv6/periphery/result/RIPE/UK/Brit_0/uniq_ips.txt,1000,Hyperoptic Ltd
UK,13037,2a02:8010::/29,/home/ipv6/periphery/result/RIPE/UK/Zen_1/uniq_ips.txt,1000,Zen Internet Ltd
DK,31027,2a02:188::/29,/home/ipv6/periphery/result/RIPE/DK/GC/uniq_ips.txt,1000,GlobalConnect A/S
DK,3292,2001:6c8::/29,/home/ipv6/periphery/result/RIPE/DK/TDC/uniq_ips.txt,1000,TDC Holding A/S
BG,8866,2a01:5a8::/32,/home/ipv6/periphery/result/RIPE/BG/Viv/uniq_ips.txt,1000,Vivacom Bulgaria EAD
BG,8717,2a00:4800::/29,/home/ipv6/periphery/result/RIPE/BG/A1/uniq_ips.txt,1000,A1 Bulgaria EAD
CY,6866,2a00:1358::/29,/home/ipv6/periphery/result/RIPE/CY/TA/uniq_ips.txt,1000,Cyprus Telecommunications Authority
CY,35432,2a02:540::/32,/home/ipv6/periphery/result/RIPE/CY/CB/uniq_ips.txt,1000,Cablenet Communication Systems plc
BA,9146,2a02:27b0::/32,/home/ipv6/periphery/result/RIPE/BA/BHT/uniq_ips.txt,1000,BH Telecom d.d. Sarajevo
HR,5391,2000::/4,/home/ipv6/periphery/result/RIPE/HR/HrT_1/uniq_ips.txt,1000,Hrvatski Telekom d.d.
HR,5391,2a00:c30::/29,/home/ipv6/periphery/result/RIPE/HR/HrT_0/uniq_ips.txt,1000,Hrvatski Telekom d.d.
ES,57269,2a0c:5a80::/29,/home/ipv6/periphery/result/RIPE/ES/Digi/uniq_ips.txt,1000,DIGI SPAIN TELECOM S.L.
CH,3303,2a02:1210::/29,/home/ipv6/periphery/result/RIPE/CH/Swis_0/uniq_ips.txt,1000,Swisscom (Schweiz) AG
CH,3303,2a02:21b4::/31,/home/ipv6/periphery/result/RIPE/CH/Swis_3/uniq_ips.txt,1000,Swisscom (Schweiz) AG
CH,9044,2001:1680::/29,/home/ipv6/periphery/result/RIPE/CH/BSE/uniq_ips.txt,1000,BSE Software GmbH
CH,3303,2a02:1200::/27,/home/ipv6/periphery/result/RIPE/CH/Swis_1/uniq_ips.txt,1000,Swisscom (Schweiz) AG
CH,3303,2a02:1200::/27,/home/ipv6/periphery/result/RIPE/CH/Swis_2/uniq_ips.txt,1000,Swisscom (Schweiz) AG
CH,6730,2001:1700::/27,/home/ipv6/periphery/result/RIPE/CH/Sunr/uniq_ips.txt,1000,Sunrise GmbH
PT,12353,2001:818:c000::/34,/home/ipv6/periphery/result/RIPE/PT/Voda/uniq_ips.txt,1000,Vodafone Portugal - Communicacoes Pessoais S.A.
PT,15525,2a02:818::/32,/home/ipv6/periphery/result/RIPE/PT/MEO_2/uniq_ips.txt,1000,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
PT,3243,2001:8a0::/32,/home/ipv6/periphery/result/RIPE/PT/MEO_1/uniq_ips.txt,1000,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
PT,8657,2001:15d8::/32,/home/ipv6/periphery/result/RIPE/PT/MEO_0/uniq_ips.txt,1000,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
PT,2860,2a01:10::/29,/home/ipv6/periphery/result/RIPE/PT/NOS/uniq_ips.txt,1000,NOS COMUNICACOES, S.A.
LT,56630,2a06:f900::/29,/home/ipv6/periphery/result/RIPE/LT/Melb_1/uniq_ips.txt,1000,Melbikomas UAB
LT,56630,2a06:f900::/29,/home/ipv6/periphery/result/RIPE/LT/Melb_0/uniq_ips.txt,1000,Melbikomas UAB
LT,56630,2a06:f900::/29,/home/ipv6/periphery/result/RIPE/LT/Melb_2/uniq_ips.txt,1000,Melbikomas UAB
AT,8447,2001:850::/29,/home/ipv6/periphery/result/RIPE/AT/A1_0/uniq_ips.txt,1000,A1 Telekom Austria AG
AT,8447,2001:870::/29,/home/ipv6/periphery/result/RIPE/AT/A1_1/uniq_ips.txt,1000,A1 Telekom Austria AG
AT,1764,2a01:190::/29,/home/ipv6/periphery/result/RIPE/AT/NxL/uniq_ips.txt,1000,Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH
CZ,16019,2a00:11b0::/29,/home/ipv6/periphery/result/RIPE/CZ/Voda_0/uniq_ips.txt,1000,Vodafone Czech Republic a.s.
CZ,16019,2a00:11b0::/29,/home/ipv6/periphery/result/RIPE/CZ/Voda_4/uniq_ips.txt,1000,Vodafone Czech Republic a.s.
CZ,16019,2a00:11b0::/29,/home/ipv6/periphery/result/RIPE/CZ/Voda_7/uniq_ips.txt,1000,Vodafone Czech Republic a.s.
CZ,16019,2a00:11b0::/29,/home/ipv6/periphery/result/RIPE/CZ/Voda_3/uniq_ips.txt,1000,Vodafone Czech Republic a.s.
CZ,5610,2a00:1028::/29,/home/ipv6/periphery/result/RIPE/CZ/O2_0/uniq_ips.txt,1000,O2 Czech Republic, a.s.
CZ,16019,2a00:11b0::/29,/home/ipv6/periphery/result/RIPE/CZ/Voda_5/uniq_ips.txt,1000,Vodafone Czech Republic a.s.
CZ,16019,2a00:11b0::/29,/home/ipv6/periphery/result/RIPE/CZ/Voda_2/uniq_ips.txt,1000,Vodafone Czech Republic a.s.
CZ,5610,2a00:1028::/29,/home/ipv6/periphery/result/RIPE/CZ/O2_1/uniq_ips.txt,1000,O2 Czech Republic, a.s.
CZ,16019,2a00:11b0::/29,/home/ipv6/periphery/result/RIPE/CZ/Voda_1/uniq_ips.txt,1000,Vodafone Czech Republic a.s.
CZ,16019,2a00:11b0::/29,/home/ipv6/periphery/result/RIPE/CZ/Voda_6/uniq_ips.txt,1000,Vodafone Czech Republic a.s.
IN,55836,2405:204::/31,/home/ipv6/periphery/result/Original/IN/RJ/uniq_ips.txt,1000,Reliance Jio Infocomm Limited
IN,55644,2402:3a80::/32,/home/ipv6/periphery/result/Original/IN/V/uniq_ips.txt,1000,Vodafone Idea Ltd
IN,9829,2001:4490::/30,/home/ipv6/periphery/result/Original/IN/BSNL/uniq_ips.txt,1000,Bharat Sanchar Nigam Limited
IN,23870,2401:4900::/32,/home/ipv6/periphery/result/Original/IN/BA/uniq_ips.txt,1000,Bharti Airtel Limited
US,7018,2602:300::/24,/home/ipv6/periphery/result/Original/US/AT_B/uniq_ips.txt,1000,AT&T Services, Inc.
US,209,2602::/24,/home/ipv6/periphery/result/Original/US/Cent/uniq_ips.txt,1000,CenturyLink Communications, LLC	
US,7018,2600:382::/33,/home/ipv6/periphery/result/Original/US/AT_M/uniq_ips.txt,1000,AT&T Services, Inc.
US,30036,2604:2d80::/28,/home/ipv6/periphery/result/Original/US/Med/uniq_ips.txt,1000,Mediacom Communications Corp
US,20115,2600:6c00::/24,/home/ipv6/periphery/result/Original/US/Char/uniq_ips.txt,1000,Charter Communications LLC
US,7922,2001:558::/29,/home/ipv6/periphery/result/Original/US/Com/uniq_ips.txt,1000,Comcast Cable Communications, LLC
CN,9808,2409:8000::/20,/home/ipv6/periphery/result/Original/CN/Mob_M/uniq_ips.txt,1000,China Mobile
CN,4134,240e::/20,/home/ipv6/periphery/result/Original/CN/Tele/uniq_ips.txt,1000,China Telecom Backbone
CN,9808,2409:8000::/20,/home/ipv6/periphery/result/Original/CN/Mob_B/uniq_ips.txt,1000,China Mobile
CN,17816,2408:8459::/32,/home/ipv6/periphery/result/Original/CN/Uni_M/uniq_ips.txt,1000,China Unicom IP network China169 Guangdong province
CN,9808,2409:8000::/20,/home/ipv6/periphery/result/Original/CN/Mob_A/uniq_ips.txt,1000,China Mobile
NG,29465,2c0f:f5c0:700::/44,/home/ipv6/periphery/result/AFRINIC/NG/mtn/uniq_ips.txt,1000,MTN NIGERIA Communication limited
RW,37006,2c0f:fe30::/32,/home/ipv6/periphery/result/AFRINIC/RW/LQT/uniq_ips.txt,1000,Liquid Telecommunication Rwanda Limited
TZ,36965,2001:43a0::/32,/home/ipv6/periphery/result/AFRINIC/TZ/WIA/uniq_ips.txt,1000,WIA Tanzania
CI,29571,2001:42d8::/32,/home/ipv6/periphery/result/AFRINIC/CI/ORI/uniq_ips.txt,1000,Orange Cte d'Ivoire
ZW,37332,2c0f:f8f0::/32,/home/ipv6/periphery/result/AFRINIC/ZW/ZOL/uniq_ips.txt,1000,Zimbabwe Online
KE,33771,2c0f:fe38::/32,/home/ipv6/periphery/result/AFRINIC/KE/SFC/uniq_ips.txt,1000,Safaricom Limited
TN,37705,2c0f:4280::/32,/home/ipv6/periphery/result/AFRINIC/TN/TPN/uniq_ips.txt,1000,TOPNET
TN,327934,2c0f:f3a0::/32,/home/ipv6/periphery/result/AFRINIC/TN/TT/uniq_ips.txt,1000,SOCIETE NATIONALE DES TELECOMMUNICATIONS (Tunisie Telecom)
EG,36992,2c0f:fc88::/31,/home/ipv6/periphery/result/AFRINIC/EG/ETM/uniq_ips.txt,1000,ETISALAT MISR
ZA,328137,2c0f:f030::/32,/home/ipv6/periphery/result/AFRINIC/ZA/WSC/uniq_ips.txt,1000,Web Squad Connect (Pty) Ltd
UG,327687,2c0f:f6d0::/32,/home/ipv6/periphery/result/AFRINIC/UG/REN/uniq_ips.txt,1000,Research and Education Network for Uganda
MX,28398,2806:206::/32,/home/ipv6/periphery/result/LACNIC/MX/INT/uniq_ips.txt,1000,INTERNET TELEFONIA Y TV DE MICHOACAN SA DE CV
MX,8151,2806:1070::/32,/home/ipv6/periphery/result/LACNIC/MX/Telm/uniq_ips.txt,1000,UNINET
MX,13999,2806:260::/29,/home/ipv6/periphery/result/LACNIC/MX/mega_0/uniq_ips.txt,1000,Mega Cable
MX,13999,2806:260::/29,/home/ipv6/periphery/result/LACNIC/MX/mega_1/uniq_ips.txt,1000,Mega Cable
MX,17072,2806:2f0::/32,/home/ipv6/periphery/result/LACNIC/MX/tota/uniq_ips.txt,1000,TOTAL PLAY TELECOMUNICACIONES SA DE CV
MX,6503,2001:1248::/32,/home/ipv6/periphery/result/LACNIC/MX/ales/uniq_ips.txt,1000,MX-ALES-LACNIC
MX,28458,2806:202::/32,/home/ipv6/periphery/result/LACNIC/MX/IEN/uniq_ips.txt,1000,IENTC S DE RL DE CV
DO,265695,2803:9c0::/32,/home/ipv6/periphery/result/LACNIC/DO/elia/uniq_ips.txt,1000,ELIAS COMUNICACIONES, SRL
DO,46198,2803:9c60::/32,/home/ipv6/periphery/result/LACNIC/DO/tril/uniq_ips.txt,1000,"Trilogy Dominicana, S.A."
DO,6400,2001:1308::/32,/home/ipv6/periphery/result/LACNIC/DO/code/uniq_ips.txt,1000,Compañía Dominicana de Teléfonos S. A.
CL,22047,2800:150::/32,/home/ipv6/periphery/result/LACNIC/CL/vtr/uniq_ips.txt,1000,VTR BANDA ANCHA S.A.
CL,52341,2803:c180::/32,/home/ipv6/periphery/result/LACNIC/CL/wom/uniq_ips.txt,1000,WOM S.A.
CL,27901,2803:c600::/32,/home/ipv6/periphery/result/LACNIC/CL/paci/uniq_ips.txt,1000,CL-PCSA11-LACNIC
CO,14080,2800:480::/29,/home/ipv6/periphery/result/LACNIC/CO/telm/uniq_ips.txt,1000,Telmex Colombia S.A.
CO,27831,2803:1800::/33,/home/ipv6/periphery/result/LACNIC/CO/movil/uniq_ips.txt,1000,Colombia Móvil
CO,13489,2800:e0::/28,/home/ipv6/periphery/result/LACNIC/CO/une_0/uniq_ips.txt,1000,UNE EPM TELECOMUNICACIONES S.A.
CO,13489,2800:e0::/28,/home/ipv6/periphery/result/LACNIC/CO/une_1/uniq_ips.txt,1000,UNE EPM TELECOMUNICACIONES S.A.
VE,61461,2803:d700::/32,/home/ipv6/periphery/result/LACNIC/VE/airt/uniq_ips.txt,1000,Airtek Solutions C.A.
AR,16814,2800:40::/32,/home/ipv6/periphery/result/LACNIC/AR/nss/uniq_ips.txt,1000,NSS S.A.
AR,22927,2800:380::/32,/home/ipv6/periphery/result/LACNIC/AR/telef_0/uniq_ips.txt,1000,Telefonica de Argentina
AR,11664,2800:190::/32,/home/ipv6/periphery/result/LACNIC/AR/tech/uniq_ips.txt,1000,Techtel LMDS Comunicaciones Interactivas S.A.
AR,22927,2800:380::/32,/home/ipv6/periphery/result/LACNIC/AR/telef_1/uniq_ips.txt,1000,Telefonica de Argentina
AR,7303,2800:0000::/20,/home/ipv6/periphery/result/LACNIC/AR/tele_1/uniq_ips.txt,1000,Telecom Argentina S.A.
AR,7303,2800:0000::/20,/home/ipv6/periphery/result/LACNIC/AR/tele_0/uniq_ips.txt,1000,Telecom Argentina S.A.
BR,4230,2804:a8::/32,/home/ipv6/periphery/result/LACNIC/BR/claro_0/uniq_ips.txt,1000,CLARO S.A.
BR,4230,2804:1388::/30,/home/ipv6/periphery/result/LACNIC/BR/claro_3/uniq_ips.txt,1000,CLARO S.A.
BR,7738,2804:d40::/28,/home/ipv6/periphery/result/LACNIC/BR/vtal_3/uniq_ips.txt,1000,V tal
BR,61951,2804:18c0:4000::/34,/home/ipv6/periphery/result/LACNIC/BR/bras_1/uniq_ips.txt,1000,BRASIL-IP TELECOMUNICACOES LTDA - ME
BR,8167,2804:d50::/28,/home/ipv6/periphery/result/LACNIC/BR/vtal_0/uniq_ips.txt,1000,V tal
BR,272264,2804:8480::/32,/home/ipv6/periphery/result/LACNIC/BR/telef/uniq_ips.txt,1000,TELEFÔNICA BRASIL S.A
BR,4230,2804:1388::/30,/home/ipv6/periphery/result/LACNIC/BR/claro_4/uniq_ips.txt,1000,CLARO S.A.
BR,8167,2804:d50::/28,/home/ipv6/periphery/result/LACNIC/BR/vtal_1/uniq_ips.txt,1000,V tal
BR,26615,2804:214::/32,/home/ipv6/periphery/result/LACNIC/BR/tim/uniq_ips.txt,1000,TIM S/A
BR,8167,2804:d50::/28,/home/ipv6/periphery/result/LACNIC/BR/vtal_4/uniq_ips.txt,1000,V tal
BR,4230,2804:1388::/30,/home/ipv6/periphery/result/LACNIC/BR/claro_1/uniq_ips.txt,1000,CLARO S.A.
BR,4230,2804:1388::/30,/home/ipv6/periphery/result/LACNIC/BR/claro_2/uniq_ips.txt,1000,CLARO S.A.
BR,61951,2804:18c0::/34,/home/ipv6/periphery/result/LACNIC/BR/bras_0/uniq_ips.txt,1000,	BRASIL-IP TELECOMUNICACOES LTDA - ME
BR,8167,2804:d50::/28,/home/ipv6/periphery/result/LACNIC/BR/vtal_2/uniq_ips.txt,1000,V tal
BR,8167,2804:d50::/28,/home/ipv6/periphery/result/LACNIC/BR/vtal_5/uniq_ips.txt,1000,V tal
PE,6147,2001:1388::/33,/home/ipv6/periphery/result/LACNIC/PE/telef/uniq_ips.txt,1000,Telefonica del Peru S.A.A.
PE,12252,2800:4b0::/32,/home/ipv6/periphery/result/LACNIC/PE/amovil/uniq_ips.txt,1000,America Movil Peru S.A.C.
HK,9381,2407:8000::/32,/home/ipv6/periphery/result/APNIC/HK/HKBN/uniq_ips.txt,1000,HKBN Enterprise Solutions HK Limited
