real-time,time-elapsed,time-remaining,percent-complete,hit-rate,active-send-threads,sent-total,sent-last-one-sec,sent-avg-per-sec,sent-bandwidth-last-one-sec,sent-bandwidth-avg-per-sec,recv-success-total,recv-success-last-one-sec,recv-success-avg-per-sec,recv-total,recv-total-last-one-sec,recv-total-avg-per-sec,pcap-drop-total,drop-last-one-sec,drop-avg-per-sec,sendto-fail-total,sendto-fail-last-one-sec,sendto-fail-avg-per-sec
2025-03-29 23:16:47,0,525252612,0.000000,0.000000,1,1,1,8,752,6149,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:16:48,1,534203394,0.000000,0.000000,1,1,0,1,0,669,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:16:49,2,3044719618,0.000000,0.000000,1,3,2,1,1504,1061,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:16:50,3,3371285249,0.000000,0.000000,1,4,1,1,752,958,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:16:51,4,151376127,0.000000,0.000000,1,4,0,1,0,726,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:16:52,5,3688513705,0.000000,0.000000,1,6,2,1,1504,876,0,0,0,0,0,0,0,0,0,0,0,0
