real-time,time-elapsed,time-remaining,percent-complete,hit-rate,active-send-threads,sent-total,sent-last-one-sec,sent-avg-per-sec,sent-bandwidth-last-one-sec,sent-bandwidth-avg-per-sec,recv-success-total,recv-success-last-one-sec,recv-success-avg-per-sec,recv-total,recv-total-last-one-sec,recv-total-avg-per-sec,pcap-drop-total,drop-last-one-sec,drop-avg-per-sec,sendto-fail-total,sendto-fail-last-one-sec,sendto-fail-avg-per-sec
2025-03-29 23:20:17,0,719015940,0.000000,0.000000,1,1,1,6,752,4492,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:20:18,1,721000450,0.000000,0.000000,1,1,0,1,0,644,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:20:19,2,361775617,0.000000,0.000000,1,2,1,1,752,694,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:20:20,3,249176747,0.000000,0.000000,1,3,1,1,752,711,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:20:21,4,188250623,0.000000,0.000000,1,4,1,1,752,720,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:20:22,5,151865752,0.000000,0.000000,1,5,1,1,752,726,0,0,0,0,0,0,0,0,0,0,0,0
