real-time,time-elapsed,time-remaining,percent-complete,hit-rate,active-send-threads,sent-total,sent-last-one-sec,sent-avg-per-sec,sent-bandwidth-last-one-sec,sent-bandwidth-avg-per-sec,recv-success-total,recv-success-last-one-sec,recv-success-avg-per-sec,recv-total,recv-total-last-one-sec,recv-total-avg-per-sec,pcap-drop-total,drop-last-one-sec,drop-avg-per-sec,sendto-fail-total,sendto-fail-last-one-sec,sendto-fail-avg-per-sec
2025-03-29 23:48:19,0,8623572,0.000001,0.000000,1,42,1,498,752,374534,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:48:20,1,224244,0.000484,0.000000,1,20782,20726,19153,15585952,14403321,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:48:21,2,215064,0.000970,0.000000,1,41673,20857,19971,15684464,15018082,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:48:22,3,211741,0.001458,0.000000,1,62640,20938,20284,15745376,15253743,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:48:23,4,210256,0.001945,0.000000,1,83550,20869,20427,15693488,15361348,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:48:24,5,209248,0.002433,0.000000,1,104495,20928,20526,15737856,15435287,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:48:25,6,208648,0.002920,0.000000,1,125411,20885,20585,15705520,15479625,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:48:26,7,208188,0.003407,0.000000,1,146350,20906,20630,15721312,15513747,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:48:27,8,207764,0.003896,0.000000,1,167331,20970,20672,15769440,15545307,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:48:28,9,207521,0.004383,0.000000,1,188236,20892,20696,15710784,15563457,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:48:29,10,207413,0.004867,0.000000,1,209052,20804,20707,15644608,15571452,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:48:30,11,207214,0.005355,0.000000,1,229985,20927,20727,15737104,15586369,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:48:31,12,207381,0.005833,0.000000,1,250522,20524,20710,15434048,15573713,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:48:32,13,207223,0.006321,0.000000,1,271504,20915,20725,15728080,15585505,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:48:33,14,207828,0.006785,0.000000,1,291418,19876,20665,14946752,15540123,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:48:34,15,207783,0.007268,0.000000,1,312170,20731,20669,15589712,15543395,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:48:35,16,207636,0.007758,0.000000,1,333196,20903,20684,15719056,15554333,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29 23:48:36,17,207772,0.008236,0.000000,1,353721,20451,20670,15379152,15544018,0,0,0,1,1,0,0,0,0,0,0,0
2025-03-29 23:48:37,18,207621,0.008729,0.000000,1,374921,20939,20685,15746128,15555277,0,0,0,1,0,0,0,0,0,0,0,0
