real-time,time-elapsed,time-remaining,percent-complete,hit-rate,active-send-threads,sent-total,sent-last-one-sec,sent-avg-per-sec,sent-bandwidth-last-one-sec,sent-bandwidth-avg-per-sec,recv-success-total,recv-success-last-one-sec,recv-success-avg-per-sec,recv-total,recv-total-last-one-sec,recv-total-avg-per-sec,pcap-drop-total,drop-last-one-sec,drop-avg-per-sec,sendto-fail-total,sendto-fail-last-one-sec,sendto-fail-avg-per-sec
2025-04-01 10:32:10,0,317029380,0.000000,0.000000,1,1,1,14,672,9104,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01 10:32:10,0,317514756,0.000000,0.000000,1,1,0,14,0,9090,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01 10:32:11,1,2307082755,0.000000,0.000000,1,2,1,2,672,1251,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01 10:32:12,2,2970180268,0.000000,0.000000,1,3,1,1,672,972,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01 10:32:13,3,3301676801,0.000000,0.000000,1,4,1,1,672,874,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01 10:32:14,4,3500689612,0.000000,0.000000,1,5,1,1,672,824,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01 10:32:15,5,3633318228,0.000000,0.000000,1,6,1,1,672,794,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01 10:32:16,6,3728001607,0.000000,0.000000,1,7,1,1,672,774,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01 10:32:17,7,3799031165,0.000000,0.000000,1,8,1,1,672,760,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01 10:32:18,8,3854279789,0.000000,0.000000,1,9,1,1,672,749,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01 10:32:19,9,3902039239,0.000000,0.000000,1,10,1,1,672,740,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01 10:32:20,10,3937972776,0.000000,0.000000,1,11,1,1,672,733,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01 10:32:21,11,3967856547,0.000000,0.000000,1,12,1,1,672,727,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01 10:32:22,12,3993131866,0.000000,0.000000,1,13,1,1,672,723,0,0,0,0,0,0,0,0,0,0,0,0
