real-time,time-elapsed,time-remaining,percent-complete,hit-rate,active-send-threads,sent-total,sent-last-one-sec,sent-avg-per-sec,sent-bandwidth-last-one-sec,sent-bandwidth-avg-per-sec,recv-success-total,recv-success-last-one-sec,recv-success-avg-per-sec,recv-total,recv-total-last-one-sec,recv-total-avg-per-sec,pcap-drop-total,drop-last-one-sec,drop-avg-per-sec,sendto-fail-total,sendto-fail-last-one-sec,sendto-fail-avg-per-sec
2025-03-28 19:49:32,0,0,0.000000,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:33,1,225522,0.000483,0.000000,1,20726,20696,19045,15563392,14321704,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:34,2,215941,0.000989,0.000000,1,42487,20768,19890,15617536,14957081,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:35,3,212819,0.001474,0.000000,1,63300,20805,20181,15645360,15176458,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:36,4,211598,0.001956,0.000000,1,84033,20662,20298,15537824,15263932,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:37,5,210131,0.002446,0.000000,1,105073,21026,20439,15811552,15370431,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:38,6,209563,0.002931,0.000000,1,125885,20779,20495,15625808,15412052,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:39,7,209104,0.003416,0.000000,1,146720,20815,20540,15652880,15445785,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:40,8,208619,0.003904,0.000000,1,167662,20928,20587,15737856,15481590,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:41,9,208259,0.004391,0.000000,1,188579,20913,20623,15726576,15508314,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:42,10,208092,0.004875,0.000000,1,209375,20790,20639,15634080,15520697,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:43,11,207915,0.005361,0.000000,1,230270,20833,20657,15666416,15533775,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:44,12,207696,0.005849,0.000000,1,251223,20921,20678,15732592,15550104,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:45,13,207574,0.006335,0.000000,1,272073,20837,20690,15669424,15559165,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:46,14,207834,0.006808,0.000000,1,292418,20324,20664,15283648,15539651,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:47,15,208102,0.007283,0.000000,1,312818,20262,20638,15237024,15519516,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:48,16,209416,0.007718,0.000000,1,331488,18557,20508,13954864,15422118,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:49,17,208686,0.008228,0.000000,1,353405,21728,20580,16339456,15475996,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:50,18,208589,0.008712,0.000000,1,374189,20751,20589,15604752,15483073,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:51,19,208437,0.009198,0.000000,1,395078,20877,20604,15699504,15494338,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:52,20,208431,0.009679,0.000000,1,415712,20614,20605,15501728,15494704,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:53,21,208389,0.010162,0.000000,1,436445,20690,20609,15558880,15497705,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:54,22,208579,0.010632,0.000000,1,456644,20192,20590,15184384,15483558,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:55,23,208513,0.011116,0.000000,1,477451,20738,20596,15594976,15488379,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:56,24,208560,0.011594,0.000000,1,497952,20481,20591,15401712,15484790,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:57,25,208469,0.012079,0.000000,1,518810,20817,20600,15654384,15491519,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:58,26,208416,0.012562,0.000000,1,539567,20734,20606,15591968,15495347,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:49:59,27,208309,0.013049,0.000000,1,560465,20892,20616,15710784,15503250,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:50:00,28,208224,0.013552,0.000000,1,582069,20843,20624,15673936,15509509,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:50:01,29,208153,0.014037,0.000000,1,602907,20825,20631,15660400,15514666,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:50:02,30,208120,0.014520,0.000000,1,623650,20728,20634,15587456,15517074,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:50:03,31,208035,0.015009,0.000000,1,644667,20893,20643,15711536,15523321,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:50:04,32,208021,0.015491,0.000000,1,665358,20686,20644,15555872,15524325,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:50:05,33,207905,0.015981,0.000000,1,686400,21022,20655,15808544,15532871,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:50:06,34,207850,0.016467,0.000000,1,707277,20841,20661,15672432,15536944,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:50:07,35,207909,0.016944,0.000000,1,727750,20453,20655,15380656,15532492,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:50:08,36,207925,0.017424,0.000000,1,748352,20594,20653,15486688,15531225,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28 19:50:09,37,207826,0.017913,0.000000,1,769375,21016,20663,15804032,15538539,0,0,0,1,1,0,0,0,0,0,0,0
