real-time,time-elapsed,time-remaining,percent-complete,hit-rate,active-send-threads,sent-total,sent-last-one-sec,sent-avg-per-sec,sent-bandwidth-last-one-sec,sent-bandwidth-avg-per-sec,recv-success-total,recv-success-last-one-sec,recv-success-avg-per-sec,recv-total,recv-total-last-one-sec,recv-total-avg-per-sec,pcap-drop-total,drop-last-one-sec,drop-avg-per-sec,sendto-fail-total,sendto-fail-last-one-sec,sendto-fail-avg-per-sec
2025-03-30 22:26:24,0,53530014,0.000000,0.000000,1,5,1,80,752,60337,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 22:26:25,1,218485,0.000486,0.000000,1,20887,20879,19658,15701008,14783038,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 22:26:26,2,211801,0.000974,0.000000,1,41829,20938,20279,15745376,15249436,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 22:26:27,3,210496,0.001455,0.000000,1,62497,20664,20404,15539328,15343907,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 22:26:28,4,209253,0.001942,0.000000,1,83401,20897,20525,15714544,15435005,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 22:26:29,5,208554,0.002428,0.000000,1,104280,20874,20594,15697248,15486705,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 22:26:30,6,208101,0.002914,0.000000,1,125150,20866,20639,15691232,15520333,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 22:26:31,7,207742,0.003400,0.000000,1,146044,20890,20674,15709280,15547027,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 22:26:32,8,207458,0.003887,0.000000,1,166950,20902,20702,15718304,15568242,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 22:26:33,9,208290,0.004353,0.000000,1,186968,19955,20620,15006160,15506011,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 22:26:34,10,208355,0.004835,0.000000,1,207669,20555,20613,15457360,15501117,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 22:26:35,11,208461,0.005313,0.000000,1,228216,20496,20603,15412992,15493100,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 22:26:36,12,208290,0.005799,0.000000,1,249072,20806,20619,15646112,15505738,0,0,0,0,0,0,0,0,0,0,0,0
