real-time,time-elapsed,time-remaining,percent-complete,hit-rate,active-send-threads,sent-total,sent-last-one-sec,sent-avg-per-sec,sent-bandwidth-last-one-sec,sent-bandwidth-avg-per-sec,recv-success-total,recv-success-last-one-sec,recv-success-avg-per-sec,recv-total,recv-total-last-one-sec,recv-total-avg-per-sec,pcap-drop-total,drop-last-one-sec,drop-avg-per-sec,sendto-fail-total,sendto-fail-last-one-sec,sendto-fail-avg-per-sec
2025-03-30 01:03:22,0,339533828,0.000000,0.000000,1,1,1,13,752,9512,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:23,1,365965314,0.000000,0.000000,1,1,0,1,0,693,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:24,2,193232385,0.000000,0.000000,1,2,1,1,752,720,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:25,3,133447339,0.000000,0.000000,1,3,1,1,752,729,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:26,4,3517256089,0.000000,0.000000,1,5,2,1,1504,918,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:27,5,96182270,0.000000,0.000000,1,5,0,1,0,736,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:28,6,80562856,0.000000,0.000000,1,6,1,1,752,738,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:29,7,72096472,0.000000,0.000000,1,7,1,1,752,740,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:30,8,63565947,0.000000,0.000000,1,8,1,1,752,741,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:31,9,3920571079,0.000000,0.000000,1,10,2,1,1504,824,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:32,10,3958123141,0.000000,0.000000,1,11,1,1,752,816,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:33,11,3987071395,0.000000,0.000000,1,12,1,1,752,810,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:34,12,4011283054,0.000000,0.000000,1,13,1,1,752,805,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:35,13,4032916909,0.000000,0.000000,1,14,1,1,752,801,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:36,14,4050483121,0.000000,0.000000,1,15,1,1,752,797,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:37,15,4066645748,0.000000,0.000000,1,16,1,1,752,794,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:38,16,4081156686,0.000000,0.000000,1,17,1,1,752,791,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:39,17,4093593643,0.000000,0.000000,1,18,1,1,752,789,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:40,18,4105195721,0.000000,0.000000,1,19,1,1,752,787,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30 01:03:41,19,4115424548,0.000000,0.000000,1,20,1,1,752,785,0,0,0,1,1,0,0,0,0,0,0,0
2025-03-30 01:03:42,20,4124441291,0.000000,0.000000,1,21,1,1,752,783,0,0,0,1,0,0,0,0,0,0,0,0
2025-03-30 01:03:41,19,3571344814,0.000001,0.000000,1,23,-1,1,-752,904,0,-0,0,1,-0,0,0,-0,0,0,-0,0
2025-03-30 01:03:42,20,3601937946,0.000001,0.000000,1,24,1,1,752,897,0,0,0,1,0,0,0,0,0,0,0,0
2025-03-30 01:03:43,21,3629767867,0.000001,0.000000,1,25,1,1,752,890,0,0,0,1,0,0,0,0,0,0,0,0
2025-03-30 01:03:44,22,3520339987,0.000001,0.000000,1,27,2,1,1504,917,0,0,0,1,0,0,0,0,0,0,0,0
